latencies (ns)
105014300
143918700
101451600
165043700
76685600
108594600
161530400
136537300
90552300
167242100
88792700
102637200
159155500
85400400
124055800
135761100
105510000
153187200
90139300
84586800
86408100
172569800
89332300
104503800
219279300
87968100
114464200
156800900
79250300
157793700
94694900
103152700
163000000
64960000
80631900
105444800
165379000
78213100
104160200
154495100
90032500
167610900
167318500
93003700
95678300
153233700
86777500
172008700
173262400
152385000
101068300
77532200
104142900
221698500
158109600
136571500
88251500
85414800
114048500
147418200
91542500
169299500
84386300
106738700
162245100
85797000
114972200
221034900
85571900
100627700
175984000
136164200
92774500
158978200
129580300
87840200
170987000
140733600
103677400
162581400
86515600
109222900
170430000
130207300
109228800
162915600
78207000
115089200
144897100
88849900
171884500
174130900
89133900
97012800
156353800
85499600
164878700
155001400
87065300
172813800
91761500
105138100
159137000
83527500
116943400
223567200
165246000
171469300
79736100
110872900
175638100
128284100
100522600
151268800
98813000
102453300
147716600
104288400
157254000
86383500
111307200
128607200
109687600
150289200
86920800
98279700
86600200
159487600
88146300
115050900
147975800
94213900
81729200
101507500
159326700
83052300
102987400
148915100
88596200
174704900
83703000
110387400
63382900
83986600
85635300
124869600
234439000
168294400
85360300
102675400
159527000
89642000
85659900
103884900
143687100
88484400
112951800
146751300
86788000
86137700
101944000
157023100
86203000
118755200
140423000
91225100
159154400
83874600
84815900
105453400
157333000
71720600
139711700
140864800
142686200
99240400
161383500
88087700
97548600
172575300
202062700
183679100
134624700
113679400
111810300
152735300
76822500
171820300
98609700
99123000
151421500
80882900
123495300
157702200
77305500
101703800
140738900
102437900
167601700
75951700
86347400
90210100
169728600
87499300
107866800
154968400
95842100
108782100
229578700
188045400
75788400
101819300
156038400
86891100
86496100
85879000
114888500
71261200
72493100
115189900
149650900
93538900
112933300
228062100
83991600
106290700
180092800
69150600
112777600
145895200
83648300
97765500
90207000
158962600
87939100
114526700
142604100
95163600
164554200
88337200
107717000
155598600
85790100
186839000
116730100
224313300
89513500
108122300
153010100
86859900
165627400
100048900
94101900
155050000
86566500
84291300
95871900
162352300
184372800
117286500
143042700
101763300
71641800
115307400
60775400
84670500
90796700
166545700
89112300
113167900
148246800
86663800
87446500
99303600
158508600
198724000
160008400
86592700
86992300
86629600
172325500
88167500
104631900
154568700
97639200
96105000
69465400
169151300
88992300
102327700
165266700
200215600
143793800
98941800
163373800
72599700
152596700
93175800
105223000
154985600
91568500
76985000
105356400
152045100
89052300
104394000
253747900
168512700
173671600
89892500
107982600
152680600
86211400
84064600
97008400
109885800
69526200
74610300
106613800
152904900
83518900
108631300
252234700
164345000
174715700
87078400
116886900
55364200
86793200
96007100
164652400
89108500
107348500
150659900
88433000
84188700
95443400
158848500
88128600
115842100
155840800
87589900
81544300
101852200
154903400
94946400
102617500
155037600
80842700
87771000
94223400
167882000
87812400
91563900
159007300
82784700
131387100
165090400
160762300
85416200
156493100
94229400
110123900
173571200
122359000
100377600
160468700
88358100
93831800
152568800
86951100
191093200
170409900
173460700
80617100
113548500
229523200
85554500
103493700
161136000
86628000
111036800
159209600
65757100
87757400
103265400
174414500
83091600
89923600
158692400
86123900
95298200
93095700
155131700
90870900
159105700
107666300
65560700
95832800
94363700
153855000
93276200
100821000
173461100
79282500
108112900
176495600
140426800
94521500
152478500
84473500
165864200
172169400
92953700
99756200
155875400
161968600
200503900
62842000
109246500
131661500
88399900
87640300
172279900
84369700
109881300
154248600
87780900
111318100
226792300
92386100
107763900
154321400
185458700
167386600
107267100
134353800
150185100
86262400
172552700
94259100
87518400
163111200
83214000
119228900
165950900
142858200
183665200
87489000
67343800
87447200
88036000
174345600
100626900
92731300
162629800
70258400
110743000
145256500
92424500
85795500
101163300
160271400
91901200
202612100
137761800
129564200
130410200
100807300
162037500
170061400
92928000
108887600
152337000
111387500
161848400
72365400
104874300
148037700
189287100
168008100
102254400
170370400
157533900
86483800
162177900
122999000
140512700
100795700
162118600
104851700
94602100
147372300
176465100
88985300
70608200
95695800
157533400
87061600
95847200
87859100
226655900
89334900
100117600
158633700
154296700
110396500
64590600
87488500
85553400
188113000
145704700
89305800
113585100
146469200
87405700
84985600
194671900
82521700
79501000
102555700
154443000
93843400
105517400
141687400
98390100
159283600
96516000
99870400
157455400
78565600
86789800
102452400
155519300
134631300
130111700
